"participant","leaveoutindex","environment","context","lambda","beta","tau"
123,2,"Smooth","Conceptual",1.69957658362108,0.0772198374891268,0.0878583103968981
123,5,"Smooth","Conceptual",1.89536444937408,0.0726141531905649,0.0887478039586203
123,9,"Smooth","Conceptual",1.72306921595819,0.0379963673366211,0.0892945297338991
123,7,"Smooth","Conceptual",1.74796698313893,0.0494610560338531,0.0878440876520998
123,8,"Smooth","Conceptual",1.70341797218743,0.0764148898399986,0.0873520479533168
123,6,"Smooth","Conceptual",1.60622193040314,0.0877363694698797,0.0865504393687718
123,3,"Smooth","Spatial",1.14775644293456,0.0584546038275433,0.0805368765738276
123,4,"Smooth","Spatial",2.80424350079347,0.0879340702424069,0.0741435220761548
123,1,"Smooth","Spatial",1.42071257275789,0.0553334094428759,0.0822215301120034
123,2,"Smooth","Spatial",1.18087159550319,0.0543250243463366,0.0824500954349563
123,5,"Smooth","Spatial",1.21699239317311,0.057131330452678,0.0847952837157115
123,9,"Smooth","Spatial",1.26199175700321,0.0601524404141509,0.0876730614312959
123,7,"Smooth","Spatial",1.29432285684439,0.0414614637758503,0.0889914915388818
123,8,"Smooth","Spatial",1.18470165503945,0.0533651022762433,0.0893957295396007
123,6,"Smooth","Spatial",1.17089603744264,0.0510841397749615,0.0824647482254054
125,5,"Rough","Conceptual",1.00881168369548,0.00673794699908651,0.103792167542178
125,3,"Rough","Conceptual",1.0046444484289,0.010114940028363,0.105980105203957
125,4,"Rough","Conceptual",1.00742008387968,0.00893571825127216,0.110301982934601
125,6,"Rough","Conceptual",1.04731740757365,0.0119992884772492,0.111138830518631
125,7,"Rough","Conceptual",1.02773303466901,0.00765121080338222,0.107673001920802
125,8,"Rough","Conceptual",1.06953269770943,0.015028466819459,0.102348734910599
125,1,"Rough","Conceptual",1.10982906977163,0.0178984079814302,0.1134139982098
125,2,"Rough","Conceptual",0.979373751604965,0.00739706804820075,0.10793102012769
125,9,"Rough","Conceptual",1.02524364614912,0.0105099456590425,0.107164977347809
125,5,"Rough","Spatial",0.744104543905024,0.032500526569874,0.0750575525562002
125,3,"Rough","Spatial",0.725369585158996,0.0449740624963697,0.0747599271734201
125,4,"Rough","Spatial",0.717985252295312,0.0575537461081289,0.0727467385097885
125,6,"Rough","Spatial",0.746042052747992,0.0295016199462242,0.0773481658520252
125,7,"Rough","Spatial",0.781440625244189,0.0103819414454744,0.0774589698203899
125,8,"Rough","Spatial",0.813984896446089,0.00883724778374471,0.0787793232699912
125,1,"Rough","Spatial",0.708173248940288,0.072266050342702,0.0687606842522408
125,2,"Rough","Spatial",0.847026999013159,0.00673794700335972,0.0717568229117529
125,9,"Rough","Spatial",0.800457606606756,0.0116166634121498,0.0798847912925117
127,9,"Smooth","Conceptual",0.608862375608046,0.0543932938100001,0.0593301856796856
127,4,"Smooth","Conceptual",0.674839567841513,0.0865276886570286,0.0560030708290353
127,1,"Smooth","Conceptual",0.664494627841601,0.107131931810996,0.0533118937674465
127,2,"Smooth","Conceptual",0.684620266366459,0.0812791793777743,0.0574694769362666
127,8,"Smooth","Conceptual",0.763505662064809,0.121070378275551,0.0410470912980324
127,5,"Smooth","Conceptual",0.653670222045937,0.0858357163356345,0.055257264846597
127,6,"Smooth","Conceptual",0.674722121795422,0.0870047642263964,0.0560211620840993
127,3,"Smooth","Conceptual",0.642493377841793,0.118945665378965,0.0524237162633519
127,7,"Smooth","Conceptual",0.676471739765601,0.0855015426247849,0.0560700419960654
127,9,"Smooth","Spatial",0.52040548767493,0.243300490891046,0.0306481895490072
127,4,"Smooth","Spatial",0.467079981176179,0.294265127460103,0.0243366045417987
127,1,"Smooth","Spatial",0.466979765176083,0.299470138949435,0.0207582667221679
127,2,"Smooth","Spatial",0.501285209126431,0.269664187533054,0.0262906761920363
127,8,"Smooth","Spatial",0.506041066867561,0.276421407466487,0.0278328750985274
127,5,"Smooth","Spatial",0.551543109213727,0.22276922125695,0.032719868877912
127,6,"Smooth","Spatial",0.517805325601805,0.242658430913691,0.0296552828786325
127,3,"Smooth","Spatial",1.53604323129709,0.0236502513414348,0.0357811191268856
127,7,"Smooth","Spatial",0.532749336775089,0.243091024219622,0.0312330875558912
130,1,"Rough","Conceptual",1.33164256330575,0.00673794699966888,0.0963683169119996
130,2,"Rough","Conceptual",1.2935484084708,0.00673794699912112,0.099755420975531
130,3,"Rough","Conceptual",1.3830574340754,0.00673794699909164,0.0904941246390138
130,4,"Rough","Conceptual",1.35897150789534,0.0067379469991316,0.0947810882169753
130,5,"Rough","Conceptual",1.34070970304497,0.00673794699968872,0.102753490521608
130,6,"Rough","Conceptual",1.23640525178533,0.00673794699911967,0.103335905519105
130,7,"Rough","Conceptual",1.31344988468192,0.0111617817639757,0.0881198625160323
130,8,"Rough","Conceptual",1.7601749763958,0.00673794699921849,0.102274830021789
130,9,"Rough","Conceptual",1.26706092349628,0.00673794699918757,0.0996271597376694
130,1,"Rough","Spatial",1.45752794872716,0.0672225146205864,0.0418871208007318
130,2,"Rough","Spatial",1.57984717920363,0.065311953889961,0.0428748108042112
130,3,"Rough","Spatial",1.53792887253447,0.0602063156310211,0.041716848386718
130,4,"Rough","Spatial",1.81363313436421,0.0705198187159384,0.0443216216984794
130,5,"Rough","Spatial",1.57955996287387,0.068218551678849,0.0486966308760735
130,6,"Rough","Spatial",1.51835149503451,0.0658432743536576,0.0466360360171922
130,7,"Rough","Spatial",1.51162179873042,0.0649937415637802,0.0476696093368922
130,8,"Rough","Spatial",1.54465026543565,0.068911471780316,0.0478708112811553
130,9,"Rough","Spatial",1.47954633991005,0.0589032504138586,0.0492477180545596
131,3,"Smooth","Conceptual",1.41842314912987,0.0656808908167684,0.0194740866462537
131,2,"Smooth","Conceptual",1.30743697841415,0.102344790141276,0.0178104407023032
131,7,"Smooth","Conceptual",1.55592629281076,0.0577127146178247,0.0186081674588949
131,4,"Smooth","Conceptual",1.46228947181948,0.0597398510878034,0.0199290667882326
131,6,"Smooth","Conceptual",1.42168249258581,0.0644698218259294,0.0197477066050521
131,8,"Smooth","Conceptual",1.39027023970597,0.0668347196489771,0.0201496478982575
131,5,"Smooth","Conceptual",1.47442954677681,0.0590895565121961,0.0174292267942771
131,1,"Smooth","Conceptual",1.34865473202976,0.0917084206110279,0.019187187681503
131,9,"Smooth","Conceptual",1.37729212243529,0.063543925040149,0.0197747801801891
131,3,"Smooth","Spatial",0.550564623099315,0.256838384318826,0.0294386818197341
131,2,"Smooth","Spatial",0.533530272853358,0.285458238920835,0.0271644345633065
131,7,"Smooth","Spatial",0.538102098389526,0.259488646679703,0.0312568397329556
131,4,"Smooth","Spatial",0.582363830558552,0.239411398922464,0.0335955076188152
131,6,"Smooth","Spatial",0.538011266346953,0.25455975554354,0.0305243029407192
131,8,"Smooth","Spatial",0.542401788682399,0.253438582259839,0.0318927748040688
131,5,"Smooth","Spatial",0.520622761663281,0.269504649855383,0.0260275252967808
131,1,"Smooth","Spatial",0.581705232892403,0.225007038274838,0.0334643523327547
131,9,"Smooth","Spatial",0.560382357470948,0.236500754159438,0.034132344589705
132,1,"Smooth","Conceptual",0.675139464162403,0.138164641870845,0.0562721752207501
132,9,"Smooth","Conceptual",0.797231905308472,0.038098145688115,0.0759378281661399
132,2,"Smooth","Conceptual",0.760333713057981,0.0558467245162756,0.0733247941953217
132,3,"Smooth","Conceptual",0.817880644590357,0.0356819082197447,0.0685053665835787
132,6,"Smooth","Conceptual",0.755944667746166,0.0335245292052976,0.0719430364800685
132,7,"Smooth","Conceptual",0.766914924057849,0.033409955062504,0.0761980346997448
132,4,"Smooth","Conceptual",0.788906115024259,0.0368626823670268,0.0745267045101712
132,5,"Smooth","Conceptual",0.829994020584609,0.0208039088693819,0.0741673678382276
132,8,"Smooth","Conceptual",0.802821657092295,0.0364810496970484,0.0749329006870526
132,1,"Smooth","Spatial",6.77980570183657,0.170626568461628,0.0547556471127361
132,9,"Smooth","Spatial",6.31592639820786,0.178527288967659,0.0592601527528632
132,2,"Smooth","Spatial",7.92947098527142,0.271261903502557,0.0592203452455753
132,3,"Smooth","Spatial",6.48400288396813,0.18599272015981,0.0497813499712617
132,6,"Smooth","Spatial",6.3294602736025,0.21282218731319,0.0563330854340061
132,7,"Smooth","Spatial",19.3676861939235,0.417126222812971,0.0594455676655421
132,4,"Smooth","Spatial",6.93849375628192,0.175464754295831,0.0593042422920751
132,5,"Smooth","Spatial",6.35576054282797,0.21673999669854,0.0548639767362682
132,8,"Smooth","Spatial",6.95955351630769,0.209447204987571,0.0578671940315983
133,2,"Rough","Conceptual",0.758610015703079,0.00673794699915224,0.148141772602472
133,3,"Rough","Conceptual",0.788047998010081,0.00673794699912022,0.150331802594343
133,1,"Rough","Conceptual",0.821859533468561,0.00673794699910239,0.169811411954318
133,5,"Rough","Conceptual",0.90625282817148,0.0067379469990858,0.142181936413288
133,4,"Rough","Conceptual",0.842563533393737,0.00673794699908924,0.162848627491766
133,9,"Rough","Conceptual",0.814426266312944,0.00673794699908556,0.147445861313552
133,6,"Rough","Conceptual",0.810168737574501,0.00673794699908574,0.147421016748576
133,8,"Rough","Conceptual",0.836562192103315,0.00673794699909252,0.154927925472164
133,7,"Rough","Conceptual",0.801121128215896,0.00673794699914346,0.14881963984237
133,2,"Rough","Spatial",0.796636002519182,0.0581688123070852,0.0686643279623162
133,3,"Rough","Spatial",0.795515231753981,0.0665765110628637,0.0701173263527872
133,1,"Rough","Spatial",0.851358319922122,0.0464862610994444,0.0680090522776958
133,5,"Rough","Spatial",0.850292601951851,0.0464516325303022,0.0671632373868957
133,4,"Rough","Spatial",0.792354396190644,0.0411007833141549,0.0709587504020628
133,9,"Rough","Spatial",0.855565730328412,0.0690239829844002,0.0570997526863467
133,6,"Rough","Spatial",0.833178650550316,0.0418783692942446,0.0714041825653668
133,8,"Rough","Spatial",0.794083930536872,0.0398848526935171,0.069885915044626
133,7,"Rough","Spatial",0.837552166175304,0.0473362720707905,0.0690942583581856
139,1,"Smooth","Conceptual",0.92461023751511,0.00673794699912991,0.105554914161261
139,2,"Smooth","Conceptual",0.865863381563267,0.00673794699931496,0.0981905472690497
139,3,"Smooth","Conceptual",0.876273876578836,0.00673794699910605,0.110779264259739
139,4,"Smooth","Conceptual",0.977855000409886,0.00673794699908571,0.110762933533596
139,5,"Smooth","Conceptual",0.982432281639248,0.00673794700777583,0.10853349597716
139,6,"Smooth","Conceptual",0.977898566392785,0.0150444169776887,0.103393941310593
139,7,"Smooth","Conceptual",0.815972746745622,0.00673794699919149,0.105769262081162
139,8,"Smooth","Conceptual",0.960368516741855,0.00673794699909708,0.104378306741876
139,9,"Smooth","Conceptual",0.981581772425756,0.00673794699980343,0.104551236256611
139,1,"Smooth","Spatial",0.939499116482302,0.0344372681209877,0.0780569363591305
139,2,"Smooth","Spatial",0.9739695834805,0.0276465695819232,0.074501639194964
139,3,"Smooth","Spatial",0.91619435790785,0.0306032113401053,0.0785347594551053
139,4,"Smooth","Spatial",0.881099637012762,0.0550778466688431,0.0790150899771228
139,5,"Smooth","Spatial",0.951131564617756,0.0242575761892827,0.0808156212501378
139,6,"Smooth","Spatial",0.927830561439353,0.031527602911263,0.0780879063347734
139,7,"Smooth","Spatial",0.922486818357783,0.0298947610280657,0.0800661964803408
139,8,"Smooth","Spatial",0.919659561311441,0.033701306043987,0.0810568307591055
139,9,"Smooth","Spatial",0.914418848601569,0.0295831946045214,0.0803313031330071
14,3,"Rough","Conceptual",0.872303543779415,0.00673794699908897,0.105613027514351
14,4,"Rough","Conceptual",0.890306205403496,0.00673794699908865,0.10802963392397
14,5,"Rough","Conceptual",0.894349946070756,0.0067379469990931,0.102334911162495
14,1,"Rough","Conceptual",0.871379073016646,0.00673794699912647,0.105659691494355
14,2,"Rough","Conceptual",0.869129238746749,0.00673794703883395,0.107917292777628
14,8,"Rough","Conceptual",0.81568066848756,0.00673794699910373,0.108407894603301
14,9,"Rough","Conceptual",0.841283505405402,0.00673794699908551,0.108754612177124
14,6,"Rough","Conceptual",0.89104055110879,0.006737946999135,0.104441399002426
14,7,"Rough","Conceptual",0.933120078367732,0.00673794699911568,0.101174249726587
14,3,"Rough","Spatial",0.864999652515412,0.0067379469990892,0.0778397516056495
14,4,"Rough","Spatial",0.865100509329031,0.00673794700294334,0.0789971632798531
14,5,"Rough","Spatial",0.919326734356687,0.00673794699909508,0.0798623878703983
14,1,"Rough","Spatial",0.841947462339765,0.00673794700197888,0.0781669733519483
14,2,"Rough","Spatial",0.85688601343897,0.00673794699922126,0.0795189757428333
14,8,"Rough","Spatial",0.824034927795231,0.00673794699908709,0.0796067094443443
14,9,"Rough","Spatial",0.914106113136601,0.0067379469990899,0.0738776544614417
14,6,"Rough","Spatial",0.866467316010219,0.00673794699908581,0.0764415452420477
14,7,"Rough","Spatial",0.836830760590071,0.00673794699909404,0.0804743354650874
15,9,"Smooth","Conceptual",0.855739632265392,0.088141506649751,0.0652989459017541
15,1,"Smooth","Conceptual",0.906356179473922,0.0773046247161681,0.0592208725891976
15,8,"Smooth","Conceptual",0.858212681387327,0.106535784890528,0.0602949676649299
15,4,"Smooth","Conceptual",0.885808199010082,0.0885911592393842,0.0652220490244625
15,5,"Smooth","Conceptual",0.849828207484395,0.091652735179313,0.0606420733835099
15,2,"Smooth","Conceptual",0.855862424085453,0.0915823147532192,0.0639855875027591
15,3,"Smooth","Conceptual",0.978070255663432,0.0785780168034741,0.0633639185753809
15,6,"Smooth","Conceptual",0.923009030969457,0.0868032568556191,0.0646816240476598
15,7,"Smooth","Conceptual",0.766196998333055,0.14004854536119,0.0542303991563209
15,9,"Smooth","Spatial",31.2814970675433,1.5855615883465,0.0824193443565539
15,1,"Smooth","Spatial",31.3886721577803,2.07076254627761,0.0768325030733441
15,8,"Smooth","Spatial",25.0072113957597,0.336536267977606,0.0824728747833122
15,4,"Smooth","Spatial",29.1971343878286,0.3766701069284,0.0821442241172727
15,5,"Smooth","Spatial",30.4839769777477,0.391870829544628,0.0828252896734538
15,2,"Smooth","Spatial",29.6530585710449,0.375702411561451,0.0847776549999399
15,3,"Smooth","Spatial",32.6131892911938,0.161196368122814,0.0821219174249257
15,6,"Smooth","Spatial",29.7766242354076,0.222564089918458,0.0811593820150941
15,7,"Smooth","Spatial",29.1843549362347,1.63808876572368,0.0912803769230186
151,2,"Rough","Conceptual",0.808687427171353,0.00673794699909314,0.0861987956439042
151,3,"Rough","Conceptual",0.818265608015146,0.00673794699911449,0.0858980702548309
151,4,"Rough","Conceptual",0.819986430804693,0.00673794699908933,0.0852185724835628
151,5,"Rough","Conceptual",0.79170433506725,0.00673794699910854,0.0870408133851096
151,6,"Rough","Conceptual",0.793088975925643,0.00673794699908983,0.0842034867883753
151,7,"Rough","Conceptual",0.856146986995694,0.00673794699914212,0.0806439295648173
151,8,"Rough","Conceptual",0.856226662313968,0.00673794699909463,0.0849127731750446
151,9,"Rough","Conceptual",0.864966313291368,0.00673794699911327,0.0862847520223401
151,1,"Rough","Conceptual",0.836041028337044,0.00673794699908666,0.0881810803387673
151,2,"Rough","Spatial",1.0914287373132,0.0223695783636076,0.0707088309045122
151,3,"Rough","Spatial",1.17719851799919,0.0250582326842762,0.0797141962651489
151,4,"Rough","Spatial",1.08129403423657,0.0198167646402688,0.0775203195308939
151,5,"Rough","Spatial",1.15670352776443,0.0208195966041459,0.0788912250333472
151,6,"Rough","Spatial",1.07373176599378,0.0215022702520074,0.0792660760632021
151,7,"Rough","Spatial",1.09001568870935,0.0182602070448759,0.0739755192339591
151,8,"Rough","Spatial",1.13825546765397,0.0286595539248289,0.0757740234572676
151,9,"Rough","Spatial",1.16972709792198,0.0238202042466867,0.077524764792804
151,1,"Rough","Spatial",1.08699400390591,0.0180050237644426,0.0767418942037582
154,3,"Rough","Conceptual",0.922643282861514,0.00673794699908662,0.0834562318860983
154,4,"Rough","Conceptual",0.919951714836551,0.00673794699908571,0.0845966932403794
154,2,"Rough","Conceptual",0.901412427923638,0.00673794699908868,0.0883704399646202
154,5,"Rough","Conceptual",0.887526937201966,0.00673794699908574,0.0871690448575353
154,1,"Rough","Conceptual",0.895189370768741,0.00673794699908741,0.0867631218733773
154,8,"Rough","Conceptual",0.909220870343827,0.00673794699908629,0.0900222896011614
154,9,"Rough","Conceptual",0.95311354235004,0.00673794699908613,0.0860348491278667
154,6,"Rough","Conceptual",0.829107345025463,0.00673794699909146,0.0862011770354973
154,7,"Rough","Conceptual",0.870606598650215,0.0067379469990879,0.0883931464451757
154,3,"Rough","Spatial",1.00835217888118,0.0565463420583022,0.08150711298348
154,4,"Rough","Spatial",1.04336547904432,0.0640207755187156,0.0784391767338577
154,2,"Rough","Spatial",1.05294191033555,0.0665838386544577,0.0725261338090199
154,5,"Rough","Spatial",0.980879756855017,0.0656420277781786,0.0804851576995118
154,1,"Rough","Spatial",1.18425521525563,0.0474013037733381,0.0739482104255278
154,8,"Rough","Spatial",1.05633397046322,0.0584232987815932,0.0786406149225907
154,9,"Rough","Spatial",0.964416993045256,0.0580764634924118,0.0798882480036397
